Position-Anforderungsspezifikation,ReqID,Komponente,Schablone,Variante,Gruppe,Tag,Stakeholder,Gruppe (ALT),Tag (ALT),Anforderung,Trace auf ReqID,Anmerkung,Status,Aktuell / Zukunft / Ignore,Release,Req-Key (ALT)
3.1 Funktionale Anforderungen,354,EIFFEL,ESFA,Selbständige Systemaktivität,Anforderungsausgabe,Anforderungen Ausgabe-Stream,Anwender,Anforderungen ausgeben,Hinweis maximale Anzahl fast erreicht,"Wenn 100 von maximal 150 speicherbaren Anforderungen auf dem Gerät des Anwenders gespeichert sind, soll das System EIFFEL dem Anwender selbständig einen Warnhinweis anzeigen, damit der Anwender früh genug bemerkt, dass Anforderungen von seinem Gerät gelöscht werden.",,,Umgesetzt,A,1,A-3-51
3.1 Funktionale Anforderungen,413,EIFFEL,ESFA,Benutzeranforderung,Bedienbarkeit,Anforderung eingeben,Anwender,Bedienbarkeit,Anforderung erfassen,"Falls das System EIFFEL zum Erfassen von Anforderungen verwendet wird, muss das System EIFFEL dem Anwender ermöglichen, aus dem ausgewählten Schablonensatz eine Schablone aus einer Liste auszuwählen.",,"Vielleicht ist A-3-35 nicht präzise genug.

Habe es zu EIFFEL geändert, da die Erfassung ja eigentlich zu EIFFEL gehört.",Umgesetzt,A,1,A-3-52
3.1 Funktionale Anforderungen,414,EIFFEL,ESFA,Selbständige Systemaktivität,Bedienbarkeit,Anforderung eingeben,Anwender,Bedienbarkeit,Anforderung erfassen,"Nachdem der Anwender die Eingabe einer Anforderung abgeschlossen hat und eine weitere Anforderung eingeben will, muss das System EIFFEL selbständig die zuvor ausgewählte Schablone verwenden, da der Anwender nicht jedesmal gezwungen werden soll, die zu verwendende Schablone auszuwählen.",,,Umgesetzt,A,1,A-3-53
3.1 Funktionale Anforderungen,111,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Auswählen,"Das System EIFFEL muss es dem Anwender ermöglichen eine Schablone vom Typ EIFFEL Basic Template (EBT) auszuwählen, damit der Anwender mit dieser Schablone Anforderungen prüfen kann.",351,"Habe die Anforderung umformuliert, damit das Auswählen im Vordergrund steht. A-3-2 (nachfolgende) Anforderung geht auf das Anwenden ein.",Umgesetzt,A,1,A-3-1
3.1 Funktionale Anforderungen,113,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Ergebnis der Prüfung anzeigen,"Falls eine Anforderung geprüft wurde, muss das System EIFFEL selbständig das Ergebnis der Prüfung anzeigen, um dem Anwender Klarheit über die Konformität der Anforderung nach der Schablone zu geben.",,,Umgesetzt,A,1,A-3-3
3.1 Funktionale Anforderungen,114,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Fehler anzeigen,"Falls eine Anforderung geprüft wurde und Fehler festgestellt wurden, muss das System EIFFEL dem Anwender selbständig den oder die Fehler anzeigen, um die notwendigen Korrekturen vornehmen zu können.",,,Umgesetzt,A,1,A-3-4
3.1 Funktionale Anforderungen,115,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Mögliche Verbesserungen anzeigen,"Falls eine Anforderung geprüft wurde und Fehler festgestellt wurden, muss das System EIFFEL dem Anwender selbständig mögliche Verbesserungsvorschläge anzeigen, um die Qualität der Anforderungserfassung zu erhöhen.",,,Umgesetzt,A,1,A-3-5
3.1 Funktionale Anforderungen,116,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Positive Meldung anzeigen,"Falls eine Anforderung als schablonenkonform geprüft wurde, muss das System EIFFEL selbständig eine positive Meldung anzeigen, um dem Anwender die Konformität der Anforderung mit der Schablone zu bestätigen.",,"Text: ""Die Anforderung entspricht der Schablone""",Umgesetzt,A,1,A-3-6
3.1 Funktionale Anforderungen,117,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung bearbeiten,"Falls eine Anforderung geprüft wurde, muss das System EIFFEL dem Anwender ermöglichen, die Anforderung zu bearbeiten, um eventuelle Anpassungen vorzunehmen.",,,Umgesetzt,A,1,A-3-7
3.1 Funktionale Anforderungen,137,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Schablonen suchen,"Falls ein Anwender eine Schablone zur Erfassung auswählt, wird das System EIFFEL dem Anwender ermöglichen, eine Schablone vom Typ EBT anhand des Namens der Schablone oder des Schablonensatzes zu suchen, um die Auswahl effizienter zu gestalten.",,,Fertig zur Umsetzung,Z,,A-3-11
3.1 Funktionale Anforderungen,165,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung eingeben,"Das System EIFFEL muss dem Anwender ermöglichen, die Anforderungen ohne die Verwendung der Maus einzugeben.",,,Umgesetzt,A,1,A-3-13
3.1 Funktionale Anforderungen,166,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung eingeben,"Falls der Anwender eine Anforderung über ein Formular eingibt, muss das System EIFFEL dem Anwender ermöglichen, in diesem Formular mittels der Taborder von einem Eingabefeld zum nächsten Eingabefeld zu springen.",,,Umgesetzt,A,1,A-3-14
3.1 Funktionale Anforderungen,167,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung eingeben,"Das System EIFFEL muss dem Anwender ermöglichen, die unterschiedlichen Anforderungstypen über ein Formular einzugeben.",,,Umgesetzt,A,1,A-3-15
3.1 Funktionale Anforderungen,168,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung eingeben,"Falls der Anwender eine Anforderung eingegeben hat, muss das System EIFFEL dem Anwender ermöglichen, ohne Unterbrechung direkt die nächste Anforderung einzugeben.",,,Umgesetzt,A,1,A-3-16
3.1 Funktionale Anforderungen,169,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung eingeben,"Falls der Anwender eine Anforderung über ein Formular eingibt, muss das System EIFFEL selbständig die korrekten Felder der Schablone anzeigen.",,,Umgesetzt,A,1,A-3-17
3.1 Funktionale Anforderungen,170,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Anforderung eingeben,"Falls der Anwender eine Anforderung über ein Formular eingibt, muss das System EIFFEL dem Anwender ermöglichen, eine kurze Erläuterung zu dem Feld der Schablone anzuzeigen.",,"Diese Erläuterung könnte zum Beispiel die Frage aus meinen Seminarunterlagen sein. Diese Erläuterung müsste mit in den Schablonen abgespeichert und verwaltet werden.

Ich habe die Anforderung angepasst, sodass das Feld nicht dauerhaft angezeigt werden muss, sondern der Nutzer es sich bewusst anzeigen lässt (z.B. per Info-Popover).",Umgesetzt,A,1,A-3-18
3.1 Funktionale Anforderungen,171,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Schablone beim Eingeben wechseln,"Falls der Anwender eine Anforderung über ein Formular eingibt, muss das System EIFFEL dem Anwender ermöglichen, mit einem Tastaturbefehl einen Auswahldialog für Schablonen zu öffnen, damit der Anwender auch in der Erfassung schnell die gewählte Schablone verändern kann.",,,Umgesetzt,A,1,A-3-19
3.1 Funktionale Anforderungen,172,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Schablone beim Eingeben wechseln,"Falls der Anwender den Auswahldialog für Schablonen öffnet, muss das System EIFFEL dem Anwender ermöglichen, in einem Suchfeld nach Schablonen zu suchen.",,auch aufgeteilt: siehe A-3-26,Umgesetzt,A,1,A-3-20
3.1 Funktionale Anforderungen,317,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Automatische Generierung von Eingabeformular,"Falls ein Anwender eine Schablone und Variante zur Erfassung von Anforderungen ausgewählt hat und Anforderungen mittels Formular eingeben möchte, muss das System EIFFEL selbständig das Formular und die dazugehörigen Eingabefelder anzeigen, damit der Anwender Anforderungen nach der Schablone erfassen kann.","318, 319, 320, 321",,Umgesetzt,A,1,A-3-48
3.1 Funktionale Anforderungen,118,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung eingeben ,Anwender,Schablonen anwenden,Erneute Prüfung,"Falls eine Anforderung bearbeitet wurde, muss das System EIFFEL dem Anwender ermöglichen, die Anforderung erneut auf Konformität nach der gewählten Schablone zu prüfen, um sicherzustellen, dass die Änderungen korrekt sind.",,,Umgesetzt,A,1,A-3-8
3.1 Funktionale Anforderungen,437,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Anforderung kopieren,Anwender,Schablonen anwenden,Zuletzt kopierte Anforderung hervorheben,"Falls ein Anwender eine Anforderung aus der Liste der letzten Anforderungen in die Zwischenablage kopiert hat, wird das System EIFFEL selbständig die zuletzt kopierte Anforderung aus der Liste hervorheben, damit der Anwender erkennen kann, welche Anforderung er zuletzt kopiert hat.",,,Fertig zur Umsetzung,Z,,A-3-54
3.1 Funktionale Anforderungen,112,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung prüfen,Anwender,Schablonen anwenden,Prüfen,"Falls eine Schablone vom Typ EIFFEL Basic Template (EBT) ausgewählt wurde, muss das System EIFFEL dem Anwender ermöglichen, eine Anforderung auf Schablonen-Konformität zu prüfen, damit sichergestellt ist, dass die Anforderung der Schablone entspricht.",351,"Habe die Anforderung umformuliert, so dass die Begründung klarer wird.",Umgesetzt,A,1,A-3-2
3.1 Funktionale Anforderungen,119,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung,Anforderung speichern,Anwender,Schablonen anwenden,Anforderung speichern,"Falls ein Anwender eine Anforderung eingibt, wird das System EIFFEL dem Anwender ermöglichen, diese Anforderung einer thematischen Gruppe zuzuordnen, um die Anforderung geordnet abzuspeichern und zu einem späteren Zeitpunkt wiederzufinden.",,"""wird""",Fertig zur Umsetzung,Z,,A-3-9
3.1 Funktionale Anforderungen,136,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Schablone archivieren,Anwender,Schablonen anwenden,Archivierte Schablonen,"Falls eine Schablone archiviert ist, wird das System EIFFEL selbständig die Auswahl der Schablone zur Prüfung von Anforderungen verhindern, damit nur aktive Schablonen zur Prüfung genutzt werden.",,""", dass ""-Konstrukt hier aufgelöst.",Fertig zur Umsetzung,Z,,A-3-10
3.1 Funktionale Anforderungen,159,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung,Schablone Aufzählung,Anwender,Schablonen anwenden,Aufzählungen validieren,"Falls eine Anforderungsschablone mit einer Aufzählung möglicher Zeichenketten validiert wird, muss das System EIFFEL selbständig das Vorhandensein einer der Zeichenketten aus der Aufzählung prüfen.",,,Umgesetzt,A,1,A-3-12
3.1 Funktionale Anforderungen,228,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung ,Anforderung eingeben,Anwender,Schablonen anwenden ,Schablone beim Eingeben wechseln,"Falls der Anwender den Auswahldialog für Schablonen öffnet, muss das System EIFFEL dem Anwender ermöglichen, eine Schablone auzuwählen.",,,Umgesetzt,A,1,A-3-35
3.1 Funktionale Anforderungen,230,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung ,Anforderung eingeben,Anwender,Schablonen anwenden ,Hinweise anzeigen,"Falls in der Schablonenkonfiguration Hinweise zu einer gewählten Variante definiert sind, muss das System EIFFEL dem Anwender ermöglichen, die Hinweise der Variante bei der Erfassung anzuzeigen, damit die Schablone für den Anwender verständlicher wird.",164,,Umgesetzt,A,1,A-3-37
3.1 Funktionale Anforderungen,232,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung ,Anforderung eingeben ,Anwender,Schablonen anwenden ,Variante mit Tastatur wechseln,"Falls ein Anwender eine Schablonenvariante wechseln möchte, muss das System EIFFEL dem Anwender ermöglichen, die Variante im Anforderungserfassungsformular mit Hilfe von Tastaturbefehlen zu wechseln, damit der Wechsel ohne die Verwendung der Maus schnell möglich ist.",,,Umgesetzt,A,1,A-3-39
3.1 Funktionale Anforderungen,233,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung ,Anforderung kopieren,Anwender,Schablonen anwenden ,Automatisches Kopieren von Anforderungen,"Falls ein Anwender Anforderungen erfasst, muss das System EIFFEL dem Anwender ermöglichen, Anforderungen nach der erfolgreichen Prüfung automatisch in die Zwischenablage des Betriebssystems zu kopieren, damit der Anwender die Anforderung sofort in ein anderes Programm kopieren kann.",,,Umgesetzt,A,1,A-3-40
3.1 Funktionale Anforderungen,234,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung ,Anforderung kopieren,Anwender,Schablonen anwenden ,Automatisches Leeren des Formulars nach Kopieren,"Falls eine Anforderung nach erfolgreicher Prüfung in die Zwischenablage kopiert wurde, muss das System EIFFEL selbständig das Formular zur Anforderungserfassung leeren, damit der Anwender unmittelbar eine weitere Anforderung eingeben kann.",,,Umgesetzt,A,1,A-3-41
3.1 Funktionale Anforderungen,229,EIFFEL,ESFA,Selbständige Systemaktivität,Schablonenanwendung ,Anforderung prüfen,Anwender,Schablonen anwenden ,Vorverarbeiten,"Falls eine Anforderung geprüft wird, muss das System EIFFEL selbständig die Eingaben des Anwenders vorverarbeiten, damit überschüssige Leerzeichen entfernt werden.",315,Hierzu wurde ein AK formuliert und ein Regressionstest implementiert.,Umgesetzt,A,1,A-3-36
3.1 Funktionale Anforderungen,231,EIFFEL,ESFA,Benutzeranforderung,Schablonenanwendung ,Schablonenvariante wechseln,Anwender,Schablonen anwenden ,Varianten wechseln,"Falls ein Anwender Anforderungen über das Eingabeformular erfasst, muss das System EIFFEL dem Anwender ermöglichen, die Schablonenvariante zu wechseln, damit der Anwender zum Beispiel Anforderungen mit und ohne Bedingung formulieren kann.",,,Umgesetzt,A,1,A-3-38
3.1 Funktionale Anforderungen,156,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Equals-Regel,Schablonenverwalter,Schablonen konfigurieren,Beinhaltet Text,"Das System EIFFEL muss dem Schablonenverwalter ermöglichen, eine Zeichenkette in einer Anforderungsschablone vorauszusetzen, um die Vollständigkeit des Anforderungstextes sicherzustellen.",,,Umgesetzt,A,1,A-4-11
3.1 Funktionale Anforderungen,158,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,EqualsAny-Regel,Schablonenverwalter,Schablonen konfigurieren,Aufzählungen konfigurieren,"Das System EIFFEL muss dem Schablonenverwalter ermöglichen, eine Aufzählung von Zeichenketten innerhalb einer Anforderungsschablone festzulegen, um vorgegebene Textoptionen in der Prüfung zu akzeptieren.",,,Umgesetzt,A,1,A-4-13
3.1 Funktionale Anforderungen,432,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,EqualsAny-Regel,Schablonenverwalter,Schablonen konfigurieren,Erlaube weitere Werte für EqualsAny-Regel,"Falls eine Regel vom Typ ""equalsAny"" in einer Schablonenkonfiguration verwendet wird, muss das System dem Schablonenverwalter ermöglichen, für die EqualsAny-Regel eine Option zum Erlauben anderer Werte zu aktivieren, bei der andere Werte als die in der Regel vordefinierten als valide akzeptiert werden, weil das Feld gegebenenfalls nicht optional ist, der Wert durch die formale Definition der Schablone aber nicht fest vorgegeben wird.","433, 434, 435","""allowOthers""-Option",Umgesetzt,A,1,A-4-21
3.1 Funktionale Anforderungen,325,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Größe einer Regel,Schablonenverwalter,Schablonen konfigurieren,Größe einer Regel,"Das System EIFFEL muss dem Schablonenverwalter ermöglichen, die Größe des Eingabefeldes einer Regel zu bestimmen, damit sich das Eingabefeld im Formular besser an die Länge der erwarteten Eingabe anpassen lässt.",326,,Umgesetzt,A,1,A-4-19
3.1 Funktionale Anforderungen,349,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Optionale Regel ignorieren,Schablonenverwalter,Schablonen konfigurieren,Ignorieren wenn optionale Regel fehlt,"Falls eine Regel in einer Schablonenkonfiguration als optional definiert ist, muss das System dem Schablonenverwalter ermöglichen, einen Hinweis über das Fehlen einer Eingabe für die entsprechende Regel zu verstecken, damit zum Beispiel nicht darauf hingewiesen wird, dass die optionale Bedingung in einer Anforderung fehlt.",433,,Umgesetzt,A,1,A-4-21
3.1 Funktionale Anforderungen,157,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Schablone konfigurieren,Schablonenverwalter,Schablonen konfigurieren,Platzhalter Text,"Das System EIFFEL muss dem Schablonenverwalter ermöglichen, eine Zeichenkette innerhalb einer Anforderungsschablone als leeren Platzhalter festzulegen, um variablen Text in einer Anforderung zu akzeptieren.",,,Umgesetzt,A,1,A-4-12
3.1 Funktionale Anforderungen,160,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Schablone konfigurieren,Schablonenverwalter,Schablonen konfigurieren,Optionaler Text,"Das System EIFFEL muss dem Schablonenverwalter ermöglichen, eine Zeichenkette innerhalb einer Anforderungsschablone als optional festzulegen, sodass bei der Validierung des Anforderungstextes das Fehlen dieser Zeichenkette nicht zu einem Fehler führt.",,,Umgesetzt,A,1,A-4-14
3.1 Funktionale Anforderungen,161,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Schablone konfigurieren,Schablonenverwalter,Schablonen konfigurieren,Varianten,"Das System EIFFEL muss dem Schablonenverwalter ermöglichen, Varianten innerhalb einer Anforderungsschablone zu beschreiben, damit bei der Validierung unterschiedliche Formen der Anforderung akzeptiert werden.",227,,Umgesetzt,A,1,A-4-15
3.1 Funktionale Anforderungen,327,EIFFEL,ESFA,Benutzeranforderung,Schablonenkonfiguration,Schablone konfigurieren,Schablonenverwalter,Schablonen konfigurieren,Regel als optional,"Das System muss dem Schablonenverwalter ermöglichen, eine Regel als optional zu definieren, damit ein Regelverstoß dieser optionalen Regel bei der Anforderungsprüfung nicht zur Invalidität der Anforderung führt.","328, 329",,Umgesetzt,A,1,A-4-20
